"Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","cLI","Streak","Orig..Scheduled","Year"
32,"Saturday May 5","boxscore","PHI","@","WSN","W",3,1,NA,"18-14",2,"1.0","Velasquez","Roark","Neris","3:13","D",34687,1.21,"+","",2018
33,"Sunday May 6","boxscore","PHI","@","WSN","L-wo",4,5,NA,"18-15",2,"1.0","Doolittle","Neris","","3:33","D",30611,1.29,"-","",2018
34,"Monday May 7","boxscore","PHI","","SFG","W",11,0,NA,"19-15",2,"0.5","Eflin","Samardzija","","3:05","N",17050,1.17,"+","",2018
35,"Tuesday May 8","boxscore","PHI","","SFG","W",4,2,NA,"20-15",2,"0.5","Nola","Holland","Neris","2:53","N",22456,1.18,"++","",2018
36,"Wednesday May 9","boxscore","PHI","","SFG","W",11,3,NA,"21-15",2,"0.5","Pivetta","Stratton","","3:19","N",18448,1.18,"+++","",2018
37,"Thursday May 10","boxscore","PHI","","SFG","W",6,3,NA,"22-15",2,"0.5","Velasquez","Blach","Neris","2:47","D",30204,1.23,"++++","",2018
38,"Friday May 11","boxscore","PHI","","NYM","L",1,3,NA,"22-16",2,"0.5","Ramos","Neris","Familia","2:49","N",29247,1.4,"-","",2018
39,"Sunday May 13","boxscore","PHI","","NYM","W",4,2,NA,"23-16",2,"1.0","Nola","Sewald","Ramos","3:19","D",34091,1.31,"+","",2018
40,"Wednesday May 16","boxscore","PHI","@","BAL","W",4,1,NA,"24-16",2,"1.0","Pivetta","Cashner","","2:42","D",29706,1.16,"++","",2018
41,"Thursday May 17","boxscore","PHI","@","STL","W",6,2,NA,"25-16",2,"0.5","Velasquez","Weaver","","3:33","N",41039,1.24,"+++","",2018
42,"Friday May 18","boxscore","PHI","@","STL","L",4,12,NA,"25-17",2,"0.5","Wacha","Arrieta","","3:26","N",42050,1.29,"-","",2018
43,"Saturday May 19","boxscore","PHI","@","STL","W",7,6,NA,"26-17",2,"0.5","Hunter","Holland","Domínguez","3:42","D",44431,1.29,"+","",2018
44,"Sunday May 20","boxscore","PHI","@","STL","L",1,5,NA,"26-18",2,"1.5","Flaherty","Nola","","2:53","D",43560,1.33,"-","",2018
45,"Monday May 21","boxscore","PHI","","ATL","W",3,0,NA,"27-18",2,"0.5","Pivetta","Foltynewicz","Neris","2:33","N",21284,1.58,"+","",2018
46,"Tuesday May 22","boxscore","PHI","","ATL","L",1,3,NA,"27-19",2,"1.5","McCarthy","Velasquez","Vizcaíno","3:18","N",18545,1.55,"-","",2018
47,"Wednesday May 23","boxscore","PHI","","ATL","W",4,0,NA,"28-19",2,"0.5","Arrieta","Gohara","","2:51","N",27647,1.55,"+","",2018
48,"Friday May 25","boxscore","PHI","","TOR","L",5,6,NA,"28-20",2,"0.5","Gaviglio","Eflin","Tepera","2:59","N",21374,1.25,"-","",2018
49,"Saturday May 26","boxscore","PHI","","TOR","W",2,1,NA,"29-20",1,"up 0.5","Domínguez","Biagini","García","2:25","D",26788,1.26,"+","",2018
50,"Sunday May 27","boxscore","PHI","","TOR","L",3,5,NA,"29-21",2,"0.5","Happ","Pivetta","Tepera","2:50","D",24182,1.29,"-","",2018
51,"Monday May 28","boxscore","PHI","@","LAD","L",4,5,NA,"29-22",3,"1.0","García","Morgan","Jansen","3:32","N",39759,1.3,"--","",2018
52,"Tuesday May 29","boxscore","PHI","@","LAD","W",6,1,NA,"30-22",3,"1.0","Arrieta","Maeda","","3:26","N",40044,1.23,"+","",2018
53,"Wednesday May 30","boxscore","PHI","@","LAD","L",2,8,NA,"30-23",3,"2.0","Stripling","Eflin","","3:03","N",43302,1.26,"-","",2018
54,"Thursday May 31","boxscore","PHI","@","LAD","W",2,1,NA,"31-23",3,"1.0","Nola","Fields","Domínguez","2:40","D",40986,1.23,"+","",2018
55,"Friday Jun 1","boxscore","PHI","@","SFG","L",0,4,NA,"31-24",3,"2.0","Stratton","Pivetta","","2:49","N",38119,1.25,"-","",2018
56,"Saturday Jun 2","boxscore","PHI","@","SFG","L",0,2,NA,"31-25",3,"2.0","Suárez","Velasquez","Strickland","2:24","N",39208,1.24,"--","",2018
57,"Sunday Jun 3","boxscore","PHI","@","SFG","L",1,6,NA,"31-26",3,"3.0","Rodríguez","Arrieta","","2:28","D",40491,1.2,"---","",2018
58,"Tuesday Jun 5","boxscore","PHI","@","CHC","W",6,1,NA,"32-26",3,"2.5","Eflin","Hendricks","","2:46","N",40553,1.24,"+","",2018
59,"Wednesday Jun 6","boxscore","PHI","@","CHC","L-wo",5,7,NA,"32-27",3,"3.0","Mazzoni","Morgan","","3:20","N",40275,1.28,"-","",2018
60,"Thursday Jun 7","boxscore","PHI","@","CHC","L",3,4,NA,"32-28",3,"3.5","Duensing","Pivetta","Morrow","3:20","D",40057,1.24,"--","",2018
61,"Friday Jun 8","boxscore","PHI","","MIL","L",4,12,NA,"32-29",3,"3.5","Chacín","Velasquez","","3:27","N",22196,1.17,"---","",2018
62,"Saturday Jun 9","boxscore","PHI","","MIL","L",3,12,NA,"32-30",3,"4.5","Suter","Arrieta","","3:31","D",25304,1.15,"----","",2018
63,"Sunday Jun 10","boxscore","PHI","","MIL","W",4,3,NA,"33-30",3,"3.5","Eflin","Jennings","Hunter","2:57","D",31175,1.02,"+","",2018
64,"Tuesday Jun 12","boxscore","PHI","","COL","W",5,4,NA,"34-30",3,"3.0","Nola","Gray","Domínguez","3:07","N",19556,1.12,"++","",2018
65,"Wednesday Jun 13","boxscore","PHI","","COL","L",2,7,NA,"34-31",3,"4.0","Anderson","Pivetta","","2:55","N",20075,1.19,"-","",2018
66,"Thursday Jun 14","boxscore","PHI","","COL","W",9,3,NA,"35-31",3,"4.0","Velasquez","Márquez","","3:21","D",22500,1.08,"+","",2018
67,"Friday Jun 15","boxscore","PHI","@","MIL","L",2,13,NA,"35-32",3,"4.0","Suter","Arrieta","","2:51","N",40945,1.14,"-","",2018
68,"Saturday Jun 16","boxscore","PHI","@","MIL","W",4,1,NA,"36-32",3,"4.0","Eflin","Guerra","Neris","3:32","D",40531,1.14,"+","",2018
69,"Sunday Jun 17","boxscore","PHI","@","MIL","W",10,9,NA,"37-32",3,"4.0","Hunter","Anderson","Thompson","4:02","D",40985,1.2,"++","",2018
70,"Monday Jun 18","boxscore","PHI","","STL","W-wo",6,5,10,"38-32",2,"3.5","Thompson","Bowman","","3:39","N",22083,1.25,"+++","",2018
71,"Tuesday Jun 19","boxscore","PHI","","STL","L",6,7,NA,"38-33",3,"4.5","Hicks","Domínguez","","3:16","N",21122,1.35,"-","",2018
72,"Wednesday Jun 20","boxscore","PHI","","STL","W",4,3,NA,"39-33",2,"3.5","Ramos","Tuivailala","Morgan","3:08","D",26120,1.25,"+","",2018
73,"Friday Jun 22","boxscore","PHI","@","WSN","W",12,2,NA,"40-33",2,"2.5","Eflin","Roark","","3:30","N",35630,1.54,"++","",2018
74,"Saturday Jun 23","boxscore","PHI","@","WSN","W",5,3,NA,"41-33",2,"1.5","Nola","Fedde","Domínguez","3:03","D",40341,1.66,"+++","",2018
75,"Sunday Jun 24","boxscore","PHI","@","WSN","L",6,8,NA,"41-34",2,"2.5","Madson","Domínguez","Doolittle","3:47","N",29314,1.75,"-","",2018
76,"Monday Jun 25","boxscore","PHI","","NYY","L",2,4,NA,"41-35",2,"3.5","Loáisiga","Velasquez","Chapman","3:20","N",44136,1.37,"--","",2018
77,"Tuesday Jun 26","boxscore","PHI","","NYY","L",0,6,NA,"41-36",2,"3.5","Severino","Arrieta","","2:38","N",43568,1.34,"---","",2018
78,"Wednesday Jun 27","boxscore","PHI","","NYY","W",3,0,NA,"42-36",2,"2.5","Eflin","Cessa","Domínguez","2:43","N",42028,1.3,"+","",2018
79,"Thursday Jun 28","boxscore","PHI","","WSN","W",4,3,NA,"43-36",2,"2.0","Nola","Roark","Domínguez","3:09","N",25026,1.67,"++","",2018
80,"Friday Jun 29","boxscore","PHI","","WSN","L",7,17,NA,"43-37",2,"3.0","Fedde","Pivetta","","3:43","N",36903,1.72,"-","",2018
81,"Saturday Jun 30","boxscore","PHI","","WSN","W",3,2,NA,"44-37",2,"3.0","Arano","Hellickson","Domínguez","3:20","N",42746,1.58,"+","",2018
82,"Sunday Jul 1","boxscore","PHI","","WSN","W-wo",4,3,13,"45-37",2,"3.0","Pivetta","Miller","","4:28","D",22051,1.67,"++","",2018
83,"Tuesday Jul 3","boxscore","PHI","","BAL","W",3,2,NA,"46-37",2,"2.5","Eflin","Cobb","Domínguez","2:45","N",28204,1.37,"+++","",2018
84,"Wednesday Jul 4","boxscore","PHI","","BAL","W",4,1,NA,"47-37",2,"1.5","Nola","Ramírez","Arano","2:55","D",30943,1.44,"++++","",2018
85,"Friday Jul 6","boxscore","PHI","@","PIT","W",17,5,NA,"48-37",1,"Tied","Ramos","Williams","","4:30","N",24846,1.53,"+++++","",2018
86,"Saturday Jul 7","boxscore","PHI","@","PIT","W",3,2,NA,"49-37",1,"Tied","Arrieta","Taillon","Arano","2:48","D",28150,1.54,"++++++","",2018
87,"Sunday Jul 8","boxscore","PHI","@","PIT","L",1,4,NA,"49-38",1,"Tied","Kingham","Anderson","Vazquez","2:42","D",19542,1.55,"-","",2018
88,"Monday Jul 9 (1)","boxscore","PHI","@","NYM","L-wo",3,4,10,"49-39",1,"Tied","Peterson","Arano","","3:24","D",NA,1.53,"--","2018-04-02 (Snow)",2018
89,"Monday Jul 9 (2)","boxscore","PHI","@","NYM","W",3,1,NA,"50-39",1,"Tied","Nola","Oswalt","Arano","2:41","N",24139,1.55,"+","",2018
90,"Tuesday Jul 10","boxscore","PHI","@","NYM","W",7,3,NA,"51-39",1,"up 1.0","De Los Santos","Gagnon","","2:50","N",22416,1.53,"++","",2018
91,"Wednesday Jul 11","boxscore","PHI","@","NYM","L-wo",0,3,10,"51-40",1,"Tied","Gsellman","Leiter","","3:07","N",22137,1.55,"-","",2018
92,"Thursday Jul 12","boxscore","PHI","@","BAL","W",5,4,NA,"52-40",1,"up 0.5","Pivetta","Gausman","Domínguez","3:04","N",20100,1.57,"+","2018-05-15 (Rain)",2018
93,"Friday Jul 13","boxscore","PHI","@","MIA","W",2,0,NA,"53-40",1,"up 1.5","Arrieta","Chen","Neshek","2:34","N",8090,1.55,"++","",2018
94,"Saturday Jul 14","boxscore","PHI","@","MIA","L",0,2,NA,"53-41",1,"up 1.5","Richards","Nola","Barraclough","3:00","D",14793,1.5,"-","",2018
95,"Sunday Jul 15","boxscore","PHI","@","MIA","L",5,10,NA,"53-42",1,"up 0.5","Hernández","Ramos","","2:58","D",8829,1.56,"--","",2018
96,"Friday Jul 20","boxscore","PHI","","SDP","W",11,5,NA,"54-42",1,"up 0.5","Davis","Richard","","3:15","N",30034,1.59,"+","",2018
97,"Sunday Jul 22 (1)","boxscore","PHI","","SDP","L",2,10,NA,"54-43",1,"up 1.0","Ross","Pivetta","","3:10","D",29392,1.59,"-","2018-07-21 (Rain)",2018
98,"Sunday Jul 22 (2)","boxscore","PHI","","SDP","W",5,0,NA,"55-43",1,"up 1.0","Velasquez","Perdomo","","2:41","N",25054,1.63,"+","",2018
99,"Monday Jul 23","boxscore","PHI","","LAD","L",6,7,NA,"55-44",1,"Tied","Alexander","Domínguez","Jansen","3:43","N",33753,1.69,"-","",2018
100,"Tuesday Jul 24","boxscore","PHI","","LAD","W-wo",7,4,16,"56-44",1,"up 1.0","Velasquez","Hernández","","5:55","N",35028,1.75,"+","",2018
101,"Wednesday Jul 25","boxscore","PHI","","LAD","W",7,3,NA,"57-44",1,"up 1.5","Arrieta","Buehler","Domínguez","2:58","D",35659,1.69,"++","",2018
102,"Thursday Jul 26","boxscore","PHI","@","CIN","W",9,4,NA,"58-44",1,"up 2.5","Suárez","Lorenzen","","3:24","N",17031,1.58,"+++","",2018
103,"Friday Jul 27","boxscore","PHI","@","CIN","L",4,6,NA,"58-45",1,"up 2.5","Hernandez","Pivetta","Iglesias","3:10","N",24776,1.49,"-","",2018
104,"Saturday Jul 28","boxscore","PHI","@","CIN","L",2,6,NA,"58-46",1,"up 2.5","Peralta","Hunter","Hughes","3:14","N",35249,1.54,"--","",2018
105,"Sunday Jul 29","boxscore","PHI","@","CIN","L",0,4,NA,"58-47",1,"up 1.5","Castillo","Eflin","Iglesias","2:48","D",21649,1.59,"---","",2018
106,"Monday Jul 30","boxscore","PHI","@","BOS","L-wo",1,2,13,"58-48",1,"up 0.5","Velázquez","Davis","","4:03","N",37722,1.65,"----","",2018
107,"Tuesday Jul 31","boxscore","PHI","@","BOS","W",3,1,NA,"59-48",1,"up 0.5","Arrieta","Pomeranz","Domínguez","3:13","N",37816,1.7,"+","",2018
108,"Thursday Aug 2","boxscore","PHI","","MIA","W-wo",5,2,NA,"60-48",1,"up 0.5","Hunter","Barraclough","","2:37","N",26050,1.74,"++","",2018
109,"Friday Aug 3","boxscore","PHI","","MIA","W",5,1,NA,"61-48",1,"up 0.5","Velasquez","Richards","Domínguez","3:10","N",33737,1.74,"+++","",2018
110,"Saturday Aug 4","boxscore","PHI","","MIA","W",8,3,NA,"62-48",1,"up 1.5","Eflin","Ureña","","2:20","N",35194,1.76,"++++","",2018
111,"Sunday Aug 5","boxscore","PHI","","MIA","W",5,3,NA,"63-48",1,"up 1.5","Neshek","Steckenrider","Hunter","3:15","D",42343,1.69,"+++++","",2018
112,"Monday Aug 6","boxscore","PHI","@","ARI","L-wo",2,3,14,"63-49",1,"up 1.0","Hirano","Davis","","4:38","N",21131,1.77,"-","",2018
113,"Tuesday Aug 7","boxscore","PHI","@","ARI","W",5,2,NA,"64-49",1,"up 1.5","Pivetta","Greinke","Neshek","3:08","N",22382,1.87,"+","",2018
114,"Wednesday Aug 8","boxscore","PHI","@","ARI","L",0,6,NA,"64-50",1,"up 0.5","Corbin","Velasquez","","2:58","D",23384,1.75,"-","",2018
115,"Friday Aug 10","boxscore","PHI","@","SDP","L",0,2,NA,"64-51",1,"Tied","Nix","Eflin","Yates","2:34","N",26306,1.73,"--","",2018
116,"Saturday Aug 11","boxscore","PHI","@","SDP","W",5,1,NA,"65-51",1,"up 1.0","Nola","Lockett","","3:12","N",35098,1.83,"+","",2018
117,"Sunday Aug 12","boxscore","PHI","@","SDP","L",3,9,NA,"65-52",1,"Tied","Lucchesi","Arrieta","","3:20","D",26930,1.8,"-","",2018
118,"Tuesday Aug 14","boxscore","PHI","","BOS","L",1,2,NA,"65-53",2,"2.0","Porcello","Hunter","Kimbrel","2:40","N",33081,1.85,"--","",2018
119,"Wednesday Aug 15","boxscore","PHI","","BOS","W",7,4,NA,"66-53",2,"2.0","Hunter","Kelly","Domínguez","3:27","N",35266,1.86,"+","",2018
120,"Thursday Aug 16 (1)","boxscore","PHI","","NYM","L",4,24,NA,"66-54",2,"1.5","Oswalt","Suárez","","3:01","D",NA,1.88,"-","2018-05-12 (Rain)",2018
121,"Thursday Aug 16 (2)","boxscore","PHI","","NYM","W",9,6,NA,"67-54",2,"1.5","Eflin","Matz","Domínguez","3:03","N",33049,1.88,"+","",2018
122,"Friday Aug 17","boxscore","PHI","","NYM","W",4,2,NA,"68-54",2,"0.5","Nola","Syndergaard","Neshek","3:21","N",40460,1.95,"++","",2018
123,"Saturday Aug 18","boxscore","PHI","","NYM","L",1,3,NA,"68-55",2,"0.5","deGrom","Arrieta","","2:31","D",35158,1.94,"-","",2018
124,"Sunday Aug 19","boxscore","PHI","","NYM","L",2,8,NA,"68-56",2,"0.5","Vargas","Pivetta","","3:11","N",2429,1.98,"--","",2018
125,"Tuesday Aug 21","boxscore","PHI","@","WSN","L",4,10,NA,"68-57",2,"2.0","Cordero","Arano","","3:16","N",24080,2.09,"---","",2018
126,"Wednesday Aug 22","boxscore","PHI","@","WSN","L-wo",7,8,NA,"68-58",2,"3.0","Grace","Domínguez","","3:45","N",31855,2.12,"----","",2018
127,"Thursday Aug 23","boxscore","PHI","@","WSN","W",2,0,NA,"69-58",2,"3.0","Nola","Scherzer","Neshek","2:41","D",29475,2.01,"+","",2018
128,"Friday Aug 24","boxscore","PHI","@","TOR","L",2,4,NA,"69-59",2,"3.0","Borucki","Arrieta","Giles","2:43","N",26292,1.93,"-","",2018
129,"Saturday Aug 25","boxscore","PHI","@","TOR","L",6,8,NA,"69-60",2,"3.0","Biagini","Domínguez","Giles","2:59","D",33127,1.9,"--","",2018
130,"Sunday Aug 26","boxscore","PHI","@","TOR","W",8,3,NA,"70-60",2,"3.0","Velasquez","Estrada","","3:17","D",28209,1.83,"+","",2018
131,"Monday Aug 27","boxscore","PHI","","WSN","L",3,5,NA,"70-61",2,"3.5","Strasburg","Eflin","Miller","3:13","N",21261,1.93,"-","",2018
132,"Tuesday Aug 28","boxscore","PHI","","WSN","L",4,5,NA,"70-62",2,"4.5","Glover","Neshek","Holland","3:28","N",21083,1.82,"--","",2018
133,"Wednesday Aug 29","boxscore","PHI","","WSN","W",8,6,NA,"71-62",2,"3.5","Domínguez","Cordero","Hunter","3:38","N",22525,1.6,"+","",2018
134,"Friday Aug 31","boxscore","PHI","","CHC","W-wo",2,1,10,"72-62",2,"2.0","Neshek","Cishek","","3:23","N",22556,1.83,"++","",2018
135,"Saturday Sep 1","boxscore","PHI","","CHC","L",1,7,NA,"72-63",2,"3.0","Hendricks","Eflin","","2:41","N",33040,2,"-","",2018
136,"Sunday Sep 2","boxscore","PHI","","CHC","L",1,8,NA,"72-64",2,"4.0","Lester","Nola","","3:37","D",36517,1.85,"--","",2018
137,"Monday Sep 3","boxscore","PHI","@","MIA","L",1,3,NA,"72-65",2,"4.0","Ureña","Velasquez","Steckenrider","2:24","D",7771,1.54,"---","",2018
138,"Tuesday Sep 4","boxscore","PHI","@","MIA","W",9,4,NA,"73-65",2,"3.0","Arrieta","Richards","","3:14","N",7131,1.5,"+","",2018
139,"Wednesday Sep 5","boxscore","PHI","@","MIA","L",1,2,NA,"73-66",2,"3.0","Alcantara","Pivetta","Steckenrider","2:44","N",6427,1.75,"-","",2018
140,"Friday Sep 7","boxscore","PHI","@","NYM","W",4,3,NA,"74-66",2,"2.5","Nola","Bashlor","Hunter","2:43","N",23379,1.57,"+","",2018
141,"Saturday Sep 8","boxscore","PHI","@","NYM","L",5,10,NA,"74-67",2,"3.5","Syndergaard","Eflin","","3:12","N",25094,1.95,"-","",2018
142,"Sunday Sep 9","boxscore","PHI","@","NYM","L",4,6,NA,"74-68",2,"4.5","Gagnon","Velasquez","Lugo","3:12","D",24153,1.6,"--","",2018
143,"Tuesday Sep 11 (1)","boxscore","PHI","","WSN","L",1,3,NA,"74-69",2,"6.5","Fedde","Pivetta","Doolittle","3:27","D",NA,1.03,"---","2018-09-10 (Wet grounds)",2018
144,"Tuesday Sep 11 (2)","boxscore","PHI","","WSN","L",6,7,10,"74-70",2,"6.5","Suero","Ríos","Holland","4:16","N",19630,0.75,"----","",2018
145,"Wednesday Sep 12","boxscore","PHI","","WSN","L",1,5,NA,"74-71",2,"7.5","Strasburg","Nola","","2:56","N",20258,0.47,"-----","",2018
146,"Friday Sep 14","boxscore","PHI","","MIA","W",14,2,NA,"75-71",2,"7.5","Eflin","Chen","","2:54","N",21671,0.24,"+","",2018
147,"Saturday Sep 15","boxscore","PHI","","MIA","W",5,4,NA,"76-71",2,"6.5","García","Rucinski","Neshek","2:48","N",24695,0.27,"++","",2018
148,"Sunday Sep 16","boxscore","PHI","","MIA","L",4,6,NA,"76-72",2,"6.5","Ureña","Pivetta","","3:04","D",30040,0.46,"-","",2018
149,"Monday Sep 17","boxscore","PHI","","NYM","L",4,9,NA,"76-73",2,"6.5","Wheeler","Hunter","","3:07","N",21767,0.37,"--","",2018
150,"Tuesday Sep 18","boxscore","PHI","","NYM","W",5,2,NA,"77-73",2,"5.5","Neshek","Smith","Neris","3:22","N",18895,0.3,"+","",2018
151,"Wednesday Sep 19","boxscore","PHI","","NYM","W",4,0,NA,"78-73",2,"5.5","Eflin","Syndergaard","","3:02","N",19085,0.51,"++","",2018
152,"Thursday Sep 20","boxscore","PHI","@","ATL","L",3,8,NA,"78-74",2,"6.5","Biddle","Hunter","","3:25","N",27474,0.9,"-","",2018
153,"Friday Sep 21","boxscore","PHI","@","ATL","L",5,6,NA,"78-75",2,"7.5","Venters","Neshek","Minter","3:24","N",34370,0.33,"--","",2018
154,"Saturday Sep 22","boxscore","PHI","@","ATL","L",3,5,NA,"78-76",2,"8.5","Foltynewicz","Arrieta","Vizcaíno","2:38","D",35616,0.05,"---","",2018
155,"Sunday Sep 23","boxscore","PHI","@","ATL","L",1,2,NA,"78-77",2,"9.5","Sánchez","Nola","Carle","2:43","D",34214,0,"----","",2018
156,"Monday Sep 24","boxscore","PHI","@","COL","L",1,10,NA,"78-78",3,"10.0","Gray","Eflin","","2:57","N",30336,0,"-----","",2018
157,"Tuesday Sep 25","boxscore","PHI","@","COL","L",3,10,NA,"78-79",3,"11.0","Johnson","Velasquez","","3:21","N",30217,0,"------","",2018
158,"Wednesday Sep 26","boxscore","PHI","@","COL","L",0,14,NA,"78-80",3,"11.0","Márquez","Pivetta","","2:51","N",35181,0,"-------","",2018
159,"Thursday Sep 27","boxscore","PHI","@","COL","L",3,5,NA,"78-81",3,"11.0","Oberg","Arrieta","Davis","3:06","D",36448,0,"--------","",2018
160,"Friday Sep 28","boxscore","PHI","","ATL","L",2,10,NA,"78-82",3,"12.0","Foltynewicz","Eickhoff","","3:42","N",24306,0,"---------","",2018
161,"Saturday Sep 29","boxscore","PHI","","ATL","W",3,0,NA,"79-82",3,"11.0","Nola","Venters","Domínguez","2:43","N",30886,0,"+","",2018
162,"Sunday Sep 30","boxscore","PHI","","ATL","W",3,1,NA,"80-82",3,"10.0","Hunter","Gausman","Domínguez","2:57","D",34202,0,"++","",2018
